timestamp,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,mag_magnitude,gyro_x,gyro_y,gyro_z,temperature,quat_w,quat_x,quat_y,quat_z,roll,pitch,yaw
0.003743886947631836,-0.11724830739999999,1.5332010809499996,-1.71744842115,0.10038000000000001,-0.15666000000000002,0.3178,0.36825988106227375,5.003444449770395,5.003444449770395,2.5992315885325556,22.5,0.9983507950465205,0.03833653546252892,0.03625895918477799,0.022611677459826025,4.49558740484306,4.052161370463042,2.754063845727598
0.017519235610961914,-0.01854437515,0.48095734259999995,9.821938567349997,0.10038000000000001,-0.15666000000000002,0.3178,0.36825988106227375,-0.2464841236128992,-0.24205535063596362,-0.16539176324211266,22.5,0.9984451377109703,0.020833635488086456,0.040605124909595,0.03200766228182203,2.5415042794300984,4.574213530848971,3.77378325475068
0.03142070770263672,0.00418743955,0.47377887479999997,9.835697297299998,0.10682000000000001,-0.15862,0.31276000000000004,0.366591918077854,0.031459559767197796,0.03497203488683638,-0.010842857978014774,22.5,0.9980363578139431,0.0049473720306843615,0.04529128106809313,0.04298432098660988,0.7921407432778204,5.162420352252495,4.967994566995192
0.04685473442077637,-0.040677984199999996,0.44685962055,9.9601240725,0.10682000000000001,-0.15862,0.31276000000000004,0.366591918077854,0.02138028333693054,0.025503623694767143,-0.018784106074588976,22.5,0.9972504678916521,-0.01077614411132736,0.049144026492134334,0.05440812134335737,-0.9296864261790746,5.69255354431418,6.199486211168617
0.0613245964050293,-0.1004985492,0.37926238209999996,9.9218389109,0.10430000000000002,-0.15778,0.31752,0.3695835072077757,0.02061670178918302,0.015118914645400881,-0.02290744643242558,22.5,0.9960974568841948,-0.02629077263279763,0.05216233492264209,0.06616451071857618,-2.6215256164865326,6.16526089895829,7.459229894049809
0.0755770206451416,-0.11724830739999999,0.37268211995,9.932008406949999,0.10430000000000002,-0.15778,0.31752,0.3695835072077757,0.028710666195306725,0.005803219762881146,-0.015118914645400881,22.5,0.9945749884605255,-0.040946751274915774,0.053889123268682,0.07899315338754537,-4.2099410344554045,6.526490398881977,8.842116058145455
0.08976006507873535,-0.0897308475,0.40438701939999994,9.86740219675,0.0959,-0.15554,0.30870000000000003,0.3587271826890179,0.017409659288643436,0.0033597588100890844,-0.009773843811168246,22.5,0.9926783947656238,-0.054211837567643695,0.054409506842536676,0.09322170776292066,-5.6339696698768,6.784175901745633,10.39553518612367
0.10383129119873047,-0.07716852884999999,0.42652062845,9.914062237449999,0.0959,-0.15554,0.30870000000000003,0.3587271826890179,0.012217304763960308,0.01664607774089592,-0.01114829059711378,22.5,0.9904799982152134,-0.0646521538154148,0.05289009505237248,0.10941713754238713,-6.738137356566065,6.8298500899016075,12.205129661906629
0.11878633499145508,-0.031106693799999998,0.45702911659999995,9.9565348386,0.10654000000000001,-0.16114,0.31822,0.37226447533977775,-0.008399397025222712,0.02489275845656913,-0.020311269170084013,22.5,0.9882259458176422,-0.06955907840031152,0.04818196176710776,0.1274735783807725,-7.238672240774926,6.486160524868355,14.28955023292313
0.1326274871826172,-0.017946169499999998,0.45284167705,9.798608546999999,0.10402000000000002,-0.16534000000000001,0.31850000000000006,0.3736304671731148,-0.024434609527920616,0.02504547476611863,-0.0316122760767473,22.5,0.9856903177473453,-0.07156352857077726,0.04427046549355301,0.14605952472407005,-7.406216200769882,6.210353999692316,16.45516580743157
0.1466212272644043,0.022133609050000003,0.3900300838,9.88295554365,0.10402000000000002,-0.16534000000000001,0.31850000000000006,0.3736304671731148,-0.03359758810089085,0.008704829644321718,-0.03695734691097993,22.5,0.9830136910247109,-0.07116870301999022,0.03960494737390337,0.1644705052948306,-7.327906980620617,5.812579017147234,18.62411794436882
0.16059446334838867,-0.010169496049999999,0.37268211995,9.890732217099998,0.10962000000000001,-0.16254000000000002,0.30856,0.36557498492101453,-0.04489859500755413,-0.009621127501618741,-0.03512475119638588,22.5,0.9801561145224429,-0.0680751513331373,0.035747337819584585,0.182707122942841,-6.945914216805521,5.448532583007001,20.787283285195667
0.17499327659606934,0.0023928226,0.38943187814999997,9.94277610865,0.10962000000000001,-0.16254000000000002,0.30856,0.36557498492101453,-0.04214970143566306,-0.01664607774089592,-0.02061670178918302,22.5,0.9770124430518191,-0.06377580755014514,0.03286430672797177,0.2007467803889577,-6.423524572846816,5.153438836312656,22.932559658962525
